District,Ward,House_type,Legal,Floors,Bedrooms,Area,Price_per_m2,Total_Price_Billion
Hoàng Mai,Mai Động,"Nhà mặt phố, mặt tiền",Đã có sổ,4.0,3.0,35.0,65.71,2.2998499999999997
Thanh Xuân,Khương Mai,"Nhà ngõ, hẻm",Đã có sổ,5.0,3.0,36.0,86.11,3.09996
Hà Đông,Hà Cầu,"Nhà ngõ, hẻm",Đã có sổ,5.0,4.0,42.0,76.19,3.19998
Hà Đông,Đồng Mai,"Nhà ngõ, hẻm",Đã có sổ,4.0,4.0,30.0,48.33,1.4499
Hoàng Mai,Lĩnh Nam,"Nhà mặt phố, mặt tiền",Đã có sổ,6.0,4.0,36.0,68.06,2.45016
Hoàng Mai,Đại Kim,"Nhà mặt phố, mặt tiền",Đã có sổ,4.0,7.0,64.0,182.81,11.69984
Hoàng Mai,Đại Kim,Nhà biệt thự,Đã có sổ,4.0,5.0,160.0,50.0,8.0
Huyện Đông Anh,Mai Lâm,"Nhà mặt phố, mặt tiền",Đã có sổ,2.0,2.0,52.0,56.73,2.94996
Đống Đa,Láng Thượng,"Nhà mặt phố, mặt tiền",Đã có sổ,9.0,7.0,62.0,301.29,18.67998
Cầu Giấy,Mai Dịch,"Nhà mặt phố, mặt tiền",Đã có sổ,4.0,4.0,41.0,173.9,7.1299
Đống Đa,Trung Liệt,"Nhà ngõ, hẻm",Đã có sổ,4.0,3.0,41.0,87.8,3.5997999999999997
Hà Đông,Yên Nghĩa,"Nhà ngõ, hẻm",Đã có sổ,4.0,4.0,35.0,40.0,1.4
Hà Đông,Yên Nghĩa,"Nhà ngõ, hẻm",Đã có sổ,4.0,3.0,32.0,49.38,1.58016
Long Biên,Giang Biên,"Nhà mặt phố, mặt tiền",Đã có sổ,4.0,4.0,32.0,58.0,1.856
Đống Đa,Trung Phụng,"Nhà ngõ, hẻm",Đã có sổ,4.0,3.0,24.0,92.916,2.229984
Đống Đa,Láng Hạ,"Nhà mặt phố, mặt tiền",Đã có sổ,5.0,4.0,38.0,130.26,4.949879999999999
Ba Đình,Vĩnh Phúc,"Nhà ngõ, hẻm",Đã có sổ,5.0,6.0,48.0,90.63,4.350239999999999
Đống Đa,Trung Liệt,"Nhà ngõ, hẻm",Đã có sổ,4.0,3.0,44.0,127.27,5.59988
Thanh Xuân,Khương Trung,"Nhà ngõ, hẻm",Đã có sổ,4.0,4.0,42.0,95.24,4.00008
Đống Đa,Khương Thượng,"Nhà ngõ, hẻm",Đã có sổ,5.0,3.0,28.0,96.43,2.70004
Hà Đông,Vạn Phúc,"Nhà mặt phố, mặt tiền",Đã có sổ,10.0,1.0,83.0,180.72,14.99976
Hai Bà Trưng,Thanh Nhàn,"Nhà mặt phố, mặt tiền",Đã có sổ,5.0,3.0,45.0,320.0,14.4
Thanh Xuân,Thanh Xuân Trung,"Nhà ngõ, hẻm",Đã có sổ,2.0,2.0,50.0,59.8,2.99
Hai Bà Trưng,Thanh Nhàn,"Nhà mặt phố, mặt tiền",Đã có sổ,5.0,4.0,53.0,316.98,16.799940000000003
Hà Đông,La Khê,"Nhà mặt phố, mặt tiền",Dang_cap_nhat,4.0,4.0,37.0,64.32,2.3798399999999997
Cầu Giấy,Mai Dịch,"Nhà ngõ, hẻm",Đã có sổ,5.0,3.0,20.0,105.0,2.1
Cầu Giấy,Quan Hoa,"Nhà ngõ, hẻm",Đã có sổ,4.0,4.0,38.0,87.87,3.3390600000000004
Hà Đông,Đồng Mai,"Nhà ngõ, hẻm",Đã có sổ,4.0,3.0,35.0,41.43,1.45005
Thanh Xuân,Khương Trung,"Nhà ngõ, hẻm",Đã có sổ,5.0,3.0,39.0,82.051,3.199989
Hai Bà Trưng,Minh Khai,"Nhà ngõ, hẻm",Đã có sổ,4.0,2.0,32.0,75.0,2.4
Hà Đông,Văn Quán,"Nhà ngõ, hẻm",Đã có sổ,5.0,6.0,46.0,97.83,4.50018
Thanh Xuân,Khương Đình,"Nhà ngõ, hẻm",Đã có sổ,5.0,3.0,34.0,96.47,3.27998
Hai Bà Trưng,Bạch Mai,"Nhà ngõ, hẻm",Đã có sổ,4.0,3.0,28.0,69.64,1.94992
Hai Bà Trưng,Bạch Mai,"Nhà ngõ, hẻm",Đã có sổ,5.0,3.0,30.0,90.0,2.7
Hoàng Mai,Định Công,"Nhà ngõ, hẻm",Đã có sổ,5.0,4.0,35.0,80.0,2.8
Hoàng Mai,Tương Mai,"Nhà ngõ, hẻm",Dang_cap_nhat,4.0,3.0,35.0,105.71,3.69985
Cầu Giấy,Dịch Vọng Hậu,"Nhà ngõ, hẻm",Đã có sổ,5.0,4.0,60.0,150.0,9.0
Thanh Xuân,Khương Mai,"Nhà ngõ, hẻm",Đã có sổ,5.0,6.0,44.0,90.91,4.00004
Hoàng Mai,Lĩnh Nam,"Nhà ngõ, hẻm",Đã có sổ,6.0,5.0,38.0,64.47,2.44986
Tây Hồ,Xuân La,"Nhà ngõ, hẻm",Đã có sổ,6.0,4.0,36.0,81.94,2.94984
Đống Đa,Ngã Tư Sở,"Nhà mặt phố, mặt tiền",Đã có sổ,6.0,10.0,80.0,68.75,5.5
Đống Đa,Phương Mai,"Nhà ngõ, hẻm",Đã có sổ,5.0,3.0,26.0,111.54,2.90004
Đống Đa,Thịnh Quang,"Nhà ngõ, hẻm",Đã có sổ,6.0,4.0,40.0,213.75,8.55
Hoàng Mai,Thịnh Liệt,"Nhà ngõ, hẻm",Đã có sổ,5.0,3.0,47.0,59.57,2.79979
Long Biên,Long Biên,"Nhà ngõ, hẻm",Đã có sổ,4.0,4.0,40.0,74.75,2.99
Huyện Thanh Trì,Thanh Liệt,"Nhà mặt phố, mặt tiền",Đã có sổ,1.0,4.0,50.0,56.0,2.8
Đống Đa,Ô Chợ Dừa,"Nhà ngõ, hẻm",Đã có sổ,4.0,3.0,55.0,78.18,4.299900000000001
Thanh Xuân,Khương Trung,"Nhà ngõ, hẻm",Đã có sổ,2.0,3.0,56.0,55.36,3.10016
Cầu Giấy,Nghĩa Đô,"Nhà ngõ, hẻm",Đã có sổ,5.0,3.0,30.0,99.33,2.9799
Thanh Xuân,Phương Liệt,"Nhà ngõ, hẻm",Đã có sổ,4.0,4.0,50.0,66.0,3.3
Long Biên,Sài Đồng,"Nhà mặt phố, mặt tiền",Đã có sổ,4.0,4.0,67.0,69.85,4.67995
Thanh Xuân,Khương Trung,"Nhà ngõ, hẻm",Đã có sổ,4.0,4.0,42.0,145.24,6.10008
Hai Bà Trưng,Minh Khai,"Nhà mặt phố, mặt tiền",Đã có sổ,3.0,3.0,73.0,112.33,8.20009
Hà Đông,Kiến Hưng,Nhà biệt thự,Đã có sổ,4.0,6.0,160.0,84.38,13.5008
Hai Bà Trưng,Phố Huế,"Nhà mặt phố, mặt tiền",Đã có sổ,5.0,4.0,150.0,393.33,58.9995
Ba Đình,Liễu Giai,"Nhà mặt phố, mặt tiền",Đã có sổ,3.0,4.0,110.0,163.64,18.0004
Thanh Xuân,Khương Trung,"Nhà ngõ, hẻm",Đã có sổ,4.0,4.0,45.0,104.44,4.6998
Nam Từ Liêm,Mỹ Đình 1,"Nhà ngõ, hẻm",Đã có sổ,5.0,5.0,35.0,75.71,2.64985
Thanh Xuân,Thượng Đình,"Nhà mặt phố, mặt tiền",Đã có sổ,4.0,4.0,48.0,143.75,6.9
Hoàng Mai,Yên Sở,"Nhà mặt phố, mặt tiền",Đã có sổ,5.0,4.0,37.0,74.32,2.74984
Hoàng Mai,Vĩnh Hưng,"Nhà mặt phố, mặt tiền",Đã có sổ,5.0,6.0,41.0,58.54,2.40014
Đống Đa,Kim Liên,"Nhà mặt phố, mặt tiền",Đã có sổ,7.0,7.0,46.0,195.65,8.9999
Hà Đông,Yên Nghĩa,"Nhà ngõ, hẻm",Đã có sổ,3.0,3.0,36.0,38.89,1.40004
Đống Đa,Phương Mai,"Nhà ngõ, hẻm",Đã có sổ,4.0,4.0,35.0,85.71,2.99985
Đống Đa,Ô Chợ Dừa,"Nhà ngõ, hẻm",Đã có sổ,5.0,3.0,38.0,100.0,3.8
Hai Bà Trưng,Bùi Thị Xuân,"Nhà mặt phố, mặt tiền",Đã có sổ,5.0,5.0,30.0,650.0,19.5
Đống Đa,Trung Liệt,"Nhà ngõ, hẻm",Đã có sổ,6.0,5.0,35.0,237.14,8.2999
Tây Hồ,Xuân La,"Nhà mặt phố, mặt tiền",Đã có sổ,5.0,6.0,74.0,110.14,8.15036
Ba Đình,Cống Vị,"Nhà mặt phố, mặt tiền",Đã có sổ,5.0,4.0,41.0,92.68,3.79988
Hoàng Mai,Lĩnh Nam,"Nhà ngõ, hẻm",Đã có sổ,1.0,1.0,32.0,53.75,1.72
Nam Từ Liêm,Mỹ Đình 1,"Nhà ngõ, hẻm",Đã có sổ,5.0,3.0,40.0,103.75,4.15
Ba Đình,Giảng Võ,"Nhà mặt phố, mặt tiền",Đã có sổ,5.0,4.0,40.0,157.5,6.3
Đống Đa,Láng Hạ,"Nhà ngõ, hẻm",Dang_cap_nhat,6.0,5.0,50.0,74.0,3.7
Nam Từ Liêm,Xuân Phương,"Nhà ngõ, hẻm",Đã có sổ,4.0,3.0,34.0,77.94,2.64996
Đống Đa,Trung Liệt,"Nhà ngõ, hẻm",Đã có sổ,5.0,3.0,36.0,80.56,2.90016
Hoàng Mai,Đại Kim,"Nhà ngõ, hẻm",Đã có sổ,2.0,2.0,38.0,92.11,3.50018
Cầu Giấy,Nghĩa Đô,"Nhà mặt phố, mặt tiền",Đã có sổ,5.0,5.0,70.0,157.14,10.999799999999999
Nam Từ Liêm,Mỹ Đình 2,"Nhà ngõ, hẻm",Đã có sổ,1.0,2.0,70.0,85.71,5.9997
Thanh Xuân,Thượng Đình,"Nhà mặt phố, mặt tiền",Đã có sổ,5.0,4.0,58.0,91.38,5.30004
Hai Bà Trưng,Cầu Dền,"Nhà ngõ, hẻm",Đã có sổ,4.0,3.0,45.0,55.56,2.5002000000000004
Nam Từ Liêm,Trung Văn,"Nhà mặt phố, mặt tiền",Đã có sổ,5.0,10.0,85.0,94.12,8.000200000000001
Hai Bà Trưng,Thanh Lương,"Nhà ngõ, hẻm",Đã có sổ,5.0,3.0,31.0,82.26,2.5500599999999998
Hoàng Mai,Tân Mai,"Nhà ngõ, hẻm",Đã có sổ,5.0,3.0,30.0,95.0,2.85
Đống Đa,Khương Thượng,"Nhà ngõ, hẻm",Đã có sổ,4.0,3.0,35.0,78.57,2.7499499999999997
Hoàng Mai,Hoàng Văn Thụ,"Nhà ngõ, hẻm",Đã có sổ,5.0,3.0,32.0,89.06,2.84992
Long Biên,Ngọc Thụy,"Nhà ngõ, hẻm",Đã có sổ,5.0,3.0,30.0,101.67,3.0501
Hai Bà Trưng,Minh Khai,"Nhà mặt phố, mặt tiền",Đã có sổ,4.0,3.0,33.0,78.79,2.60007
Thanh Xuân,Khương Đình,"Nhà ngõ, hẻm",Đã có sổ,5.0,4.0,36.0,83.33,2.99988
Đống Đa,Trung Liệt,"Nhà ngõ, hẻm",Đã có sổ,4.0,3.0,20.0,102.5,2.05
Thanh Xuân,Khương Mai,"Nhà ngõ, hẻm",Đã có sổ,4.0,4.0,60.0,80.0,4.8
Thanh Xuân,Nhân Chính,"Nhà ngõ, hẻm",Đã có sổ,5.0,6.0,35.0,91.43,3.20005
Hai Bà Trưng,Trương Định,"Nhà mặt phố, mặt tiền",Đã có sổ,4.0,3.0,20.0,130.0,2.6
Hai Bà Trưng,Trương Định,"Nhà mặt phố, mặt tiền",Đã có sổ,4.0,3.0,20.0,130.0,2.6
Thanh Xuân,Hạ Đình,"Nhà ngõ, hẻm",Đã có sổ,5.0,3.0,26.0,101.92,2.6499200000000003
Hà Đông,Yên Nghĩa,"Nhà ngõ, hẻm",Đã có sổ,3.0,3.0,32.0,55.31,1.7699200000000002
Long Biên,Đức Giang,"Nhà mặt phố, mặt tiền",Đã có sổ,4.0,6.0,106.0,49.06,5.200360000000001
Thanh Xuân,Khương Mai,"Nhà ngõ, hẻm",Đã có sổ,4.0,3.0,50.0,92.0,4.6
Đống Đa,Ngã Tư Sở,"Nhà mặt phố, mặt tiền",Đã có sổ,6.0,6.0,69.0,318.84,21.999959999999998
Hoàng Mai,Hoàng Liệt,"Nhà ngõ, hẻm",Đã có sổ,4.0,3.0,35.0,71.43,2.5000500000000003
Nam Từ Liêm,Mỹ Đình 2,"Nhà ngõ, hẻm",Đã có sổ,3.0,3.0,40.0,66.25,2.65
Đống Đa,Cát Linh,"Nhà ngõ, hẻm",Đã có sổ,6.0,4.0,32.0,100.0,3.2
Hà Đông,La Khê,"Nhà ngõ, hẻm",Đã có sổ,3.0,3.0,46.0,50.0,2.3
Đống Đa,Kim Liên,"Nhà ngõ, hẻm",Đã có sổ,3.0,4.0,45.0,86.67,3.90015
Hai Bà Trưng,Bách Khoa,"Nhà ngõ, hẻm",Đã có sổ,4.0,4.0,60.0,130.0,7.8
Đống Đa,Cát Linh,"Nhà mặt phố, mặt tiền",Đã có sổ,3.0,3.0,129.0,224.81,29.000490000000003
Đống Đa,Láng Hạ,"Nhà ngõ, hẻm",Đã có sổ,5.0,4.0,45.0,100.0,4.5
Đống Đa,Láng Thượng,"Nhà mặt phố, mặt tiền",Đã có sổ,4.0,3.0,51.0,166.67,8.50017
Đống Đa,Ngã Tư Sở,"Nhà ngõ, hẻm",Đã có sổ,4.0,4.0,50.0,92.0,4.6
Hai Bà Trưng,Ngô Thì Nhậm,"Nhà mặt phố, mặt tiền",Đã có sổ,3.0,3.0,96.0,63.54,6.09984
Đống Đa,Láng Thượng,"Nhà ngõ, hẻm",Đã có sổ,5.0,4.0,35.0,101.43,3.55005
Hoàng Mai,Tương Mai,"Nhà mặt phố, mặt tiền",Đã có sổ,6.0,4.0,65.0,223.08,14.500200000000001
Đống Đa,Trung Liệt,"Nhà ngõ, hẻm",Dang_cap_nhat,3.0,3.0,39.0,115.38,4.49982
Đống Đa,Láng Hạ,"Nhà ngõ, hẻm",Đã có sổ,5.0,3.0,30.0,128.33,3.8499000000000008
Hai Bà Trưng,Minh Khai,"Nhà ngõ, hẻm",Đã có sổ,5.0,4.0,38.0,80.26,3.04988
Hoàng Mai,Thịnh Liệt,"Nhà ngõ, hẻm",Đã có sổ,5.0,3.0,30.0,106.67,3.2001
Long Biên,Phúc Đồng,"Nhà ngõ, hẻm",Đã có sổ,5.0,3.0,45.0,60.0,2.7
Hoàng Mai,Định Công,"Nhà ngõ, hẻm",Đã có sổ,5.0,4.0,40.0,71.25,2.85
Hoàng Mai,Đại Kim,Nhà phố liền kề,Giấy tờ khác,4.0,3.0,75.0,237.33,17.79975
Hoàng Mai,Hoàng Văn Thụ,"Nhà ngõ, hẻm",Đã có sổ,4.0,5.0,120.0,51.67,6.2004
Đống Đa,Láng Hạ,"Nhà ngõ, hẻm",Giấy tờ khác,5.0,3.0,30.0,126.67,3.8001
Hoàng Mai,Hoàng Liệt,"Nhà ngõ, hẻm",Đã có sổ,5.0,3.0,35.0,75.71,2.64985
Hà Đông,La Khê,Nhà phố liền kề,Đang chờ sổ,4.0,4.0,154.0,131.17,20.200179999999996
Long Biên,Việt Hưng,"Nhà ngõ, hẻm",Đã có sổ,5.0,3.0,312.0,8.33,2.59896
Đống Đa,Cát Linh,"Nhà mặt phố, mặt tiền",Đã có sổ,7.0,6.0,130.0,338.46,43.99979999999999
Đống Đa,Láng Thượng,"Nhà ngõ, hẻm",Dang_cap_nhat,5.0,4.0,37.0,94.59,3.4998299999999998
Đống Đa,Trung Liệt,"Nhà ngõ, hẻm",Đã có sổ,5.0,4.0,35.0,108.57,3.79995
Thanh Xuân,Khương Trung,"Nhà ngõ, hẻm",Đã có sổ,2.0,1.0,22.0,63.64,1.40008
Ba Đình,Giảng Võ,"Nhà mặt phố, mặt tiền",Đã có sổ,5.0,5.0,38.0,131.58,5.000040000000001
Hai Bà Trưng,Thanh Nhàn,"Nhà ngõ, hẻm",Đã có sổ,4.0,4.0,38.0,84.21,3.1999799999999996
Đống Đa,Kim Liên,"Nhà ngõ, hẻm",Dang_cap_nhat,4.0,3.0,18.0,96.11,1.72998
Đống Đa,Láng Thượng,"Nhà ngõ, hẻm",Đã có sổ,4.0,4.0,30.0,96.67,2.9001
Hà Đông,Quang Trung,Nhà phố liền kề,Đã có sổ,5.0,5.0,55.0,113.64,6.2501999999999995
Long Biên,Long Biên,"Nhà ngõ, hẻm",Đã có sổ,5.0,4.0,30.0,83.33,2.4999000000000002
Tây Hồ,Thụy Khuê,"Nhà ngõ, hẻm",Đã có sổ,4.0,2.0,26.0,94.23,2.44998
Ba Đình,Vĩnh Phúc,"Nhà mặt phố, mặt tiền",Đã có sổ,5.0,5.0,45.0,140.0,6.3
Hoàng Mai,Định Công,"Nhà ngõ, hẻm",Đã có sổ,4.0,4.0,33.0,83.33,2.7498899999999997
Ba Đình,Phúc Xá,"Nhà ngõ, hẻm",Giấy tờ khác,2.0,3.0,16.0,65.63,1.05008
Cầu Giấy,Dịch Vọng,"Nhà ngõ, hẻm",Đã có sổ,5.0,5.0,50.0,70.0,3.5
Cầu Giấy,Trung Hoà,"Nhà mặt phố, mặt tiền",Đã có sổ,5.0,4.0,31.0,225.81,7.000109999999999
Hà Đông,Phú Lãm,"Nhà ngõ, hẻm",Đã có sổ,4.0,4.0,30.0,60.0,1.8
Hai Bà Trưng,Minh Khai,"Nhà ngõ, hẻm",Đã có sổ,5.0,4.0,35.0,88.57,3.0999499999999998
Hai Bà Trưng,Vĩnh Tuy,"Nhà mặt phố, mặt tiền",Đã có sổ,4.0,2.0,35.0,171.43,6.00005
Huyện Thanh Trì,Thanh Liệt,"Nhà ngõ, hẻm",Đã có sổ,4.0,3.0,32.0,59.38,1.90016
Hoàng Mai,Tương Mai,"Nhà ngõ, hẻm",Đã có sổ,5.0,3.0,46.0,65.22,3.00012
Hai Bà Trưng,Đồng Tâm,"Nhà mặt phố, mặt tiền",Đã có sổ,3.0,3.0,52.0,100.0,5.2
Nam Từ Liêm,Trung Văn,"Nhà ngõ, hẻm",Đã có sổ,5.0,4.0,37.0,70.27,2.5999899999999996
Ba Đình,Cống Vị,"Nhà ngõ, hẻm",Đã có sổ,4.0,3.0,35.0,78.57,2.7499499999999997
Đống Đa,Hàng Bột,"Nhà ngõ, hẻm",Đã có sổ,4.0,3.0,35.0,68.57,2.39995
Cầu Giấy,Mai Dịch,"Nhà ngõ, hẻm",Đã có sổ,5.0,9.0,46.0,78.26,3.59996
Hoàng Mai,Tân Mai,"Nhà mặt phố, mặt tiền",Đã có sổ,5.0,6.0,42.0,66.67,2.80014
Hà Đông,Quang Trung,Nhà phố liền kề,Đã có sổ,7.0,7.0,75.0,130.67,9.800249999999998
Long Biên,Sài Đồng,"Nhà ngõ, hẻm",Đã có sổ,5.0,4.0,41.0,62.2,2.5502000000000002
Tây Hồ,Xuân La,Nhà phố liền kề,Đã có sổ,6.0,4.0,70.0,157.14,10.999799999999999
Long Biên,Phúc Đồng,"Nhà ngõ, hẻm",Đã có sổ,4.0,4.0,50.0,92.0,4.6
Long Biên,Phúc Đồng,"Nhà ngõ, hẻm",Đã có sổ,5.0,3.0,40.0,67.5,2.7
Tây Hồ,Xuân La,"Nhà mặt phố, mặt tiền",Đã có sổ,5.0,5.0,80.0,131.25,10.5
Hà Đông,Mộ Lao,Nhà biệt thự,Đã có sổ,3.0,4.0,185.0,102.7,18.9995
Hà Đông,Văn Quán,Nhà phố liền kề,Đã có sổ,5.0,5.0,90.0,138.89,12.500099999999998
Huyện Thanh Trì,Hữu Hoà,"Nhà mặt phố, mặt tiền",Đã có sổ,5.0,6.0,66.0,98.48,6.499680000000001
Đống Đa,Trung Phụng,"Nhà ngõ, hẻm",Đã có sổ,3.0,2.0,22.0,100.0,2.2
Đống Đa,Trung Liệt,"Nhà ngõ, hẻm",Đã có sổ,4.0,4.0,40.0,140.0,5.6
Hai Bà Trưng,Minh Khai,"Nhà ngõ, hẻm",Đã có sổ,4.0,4.0,38.0,75.0,2.85
Long Biên,Long Biên,"Nhà ngõ, hẻm",Đã có sổ,3.0,3.0,58.0,53.45,3.1001000000000003
Đống Đa,Trung Phụng,"Nhà ngõ, hẻm",Đã có sổ,4.0,3.0,24.0,89.58,2.1499200000000003
Huyện Thanh Trì,Thanh Liệt,"Nhà ngõ, hẻm",Đã có sổ,4.0,4.0,35.0,70.0,2.45
Hoàng Mai,Lĩnh Nam,"Nhà ngõ, hẻm",Đã có sổ,2.0,1.0,26.0,57.31,1.49006
Long Biên,Long Biên,"Nhà ngõ, hẻm",Đã có sổ,5.0,3.0,32.0,85.94,2.75008
Hai Bà Trưng,Nguyễn Du,"Nhà ngõ, hẻm",Đã có sổ,5.0,3.0,35.0,97.14,3.3999
Ba Đình,Cống Vị,"Nhà mặt phố, mặt tiền",Đã có sổ,5.0,4.0,40.0,300.0,12.0
Tây Hồ,Nhật Tân,"Nhà mặt phố, mặt tiền",Đã có sổ,5.0,4.0,36.0,77.78,2.80008
Hai Bà Trưng,Quỳnh Lôi,"Nhà mặt phố, mặt tiền",Đã có sổ,5.0,3.0,25.0,88.0,2.2
Đống Đa,Trung Liệt,"Nhà ngõ, hẻm",Đã có sổ,4.0,4.0,35.0,148.57,5.199949999999999
Thanh Xuân,Hạ Đình,"Nhà ngõ, hẻm",Đã có sổ,4.0,4.0,45.0,87.78,3.9501
Tây Hồ,Nhật Tân,"Nhà ngõ, hẻm",Đã có sổ,5.0,4.0,36.0,77.78,2.80008
Tây Hồ,Tứ Liên,"Nhà ngõ, hẻm",Đã có sổ,4.0,4.0,67.0,73.13,4.89971
Tây Hồ,Tứ Liên,"Nhà ngõ, hẻm",Đã có sổ,4.0,3.0,65.0,103.85,6.75025
Long Biên,Long Biên,"Nhà ngõ, hẻm",Đã có sổ,4.0,4.0,61.0,54.92,3.35012
Hoàng Mai,Giáp Bát,"Nhà ngõ, hẻm",Đã có sổ,5.0,3.0,52.0,67.31,3.50012
Cầu Giấy,Dịch Vọng Hậu,"Nhà ngõ, hẻm",Đã có sổ,5.0,5.0,38.0,198.68,7.5498400000000006
Cầu Giấy,Mai Dịch,"Nhà ngõ, hẻm",Đã có sổ,4.0,5.0,53.0,79.25,4.20025
Đống Đa,Ngã Tư Sở,"Nhà ngõ, hẻm",Đã có sổ,4.0,4.0,48.0,114.58,5.49984
Đống Đa,Quang Trung,"Nhà ngõ, hẻm",Đã có sổ,4.0,4.0,36.0,90.28,3.25008
Đống Đa,Láng Thượng,"Nhà ngõ, hẻm",Đã có sổ,3.0,3.0,36.0,69.44,2.4998400000000003
Cầu Giấy,Nghĩa Đô,"Nhà ngõ, hẻm",Đã có sổ,5.0,4.0,35.0,197.14,6.8999
Hai Bà Trưng,Minh Khai,"Nhà ngõ, hẻm",Đã có sổ,4.0,3.0,35.0,74.29,2.60015
Nam Từ Liêm,Mễ Trì,"Nhà ngõ, hẻm",Đã có sổ,3.0,3.0,50.0,100.0,5.0
Cầu Giấy,Nghĩa Đô,"Nhà ngõ, hẻm",Đã có sổ,3.0,3.0,52.0,64.42,3.34984
Bắc Từ Liêm,Cổ Nhuế 2,"Nhà ngõ, hẻm",Đã có sổ,5.0,3.0,30.0,983.33,29.4999
Ba Đình,Thành Công,"Nhà ngõ, hẻm",Đã có sổ,4.0,4.0,45.0,131.11,5.8999500000000005
Thanh Xuân,Khương Mai,Nhà phố liền kề,Đã có sổ,5.0,4.0,45.0,124.44,5.5998
Tây Hồ,Thụy Khuê,"Nhà ngõ, hẻm",Đã có sổ,5.0,3.0,45.0,102.22,4.5999
Hoàng Mai,Thanh Trì,"Nhà mặt phố, mặt tiền",Đã có sổ,2.0,3.0,92.0,72.83,6.70036
Ba Đình,Ngọc Khánh,"Nhà ngõ, hẻm",Đã có sổ,4.0,3.0,35.0,111.43,3.9000500000000002
Hoàng Mai,Giáp Bát,"Nhà ngõ, hẻm",Đã có sổ,6.0,2.0,20.0,70.0,1.4
Hà Đông,Phú Lãm,Nhà phố liền kề,Đã có sổ,5.0,5.0,35.0,68.57,2.39995
Thanh Xuân,Khương Trung,"Nhà mặt phố, mặt tiền",Đã có sổ,4.0,4.0,48.0,143.75,6.9
Hai Bà Trưng,Minh Khai,"Nhà ngõ, hẻm",Đã có sổ,3.0,6.0,180.0,49.44,8.899199999999999
Đống Đa,Láng Hạ,"Nhà ngõ, hẻm",Đã có sổ,6.0,7.0,46.0,122.83,5.650180000000001
Cầu Giấy,Mai Dịch,"Nhà ngõ, hẻm",Đã có sổ,5.0,6.0,55.0,81.82,4.5001
Hoàng Mai,Tương Mai,"Nhà ngõ, hẻm",Đã có sổ,4.0,4.0,37.0,86.49,3.2001299999999997
Hoàng Mai,Lĩnh Nam,"Nhà ngõ, hẻm",Đã có sổ,6.0,4.0,32.0,76.56,2.44992
Cầu Giấy,Mai Dịch,"Nhà ngõ, hẻm",Đã có sổ,5.0,5.0,78.0,97.44,7.60032
Hoàng Mai,Lĩnh Nam,"Nhà mặt phố, mặt tiền",Đã có sổ,4.0,3.0,35.0,88.57,3.0999499999999998
Cầu Giấy,Nghĩa Đô,"Nhà ngõ, hẻm",Đã có sổ,4.0,4.0,43.0,109.3,4.6998999999999995
Đống Đa,Ngã Tư Sở,"Nhà ngõ, hẻm",Đã có sổ,4.0,3.0,35.0,97.14,3.3999
Hà Đông,Phú Lãm,"Nhà ngõ, hẻm",Đã có sổ,4.0,3.0,30.0,56.67,1.7001000000000002
Thanh Xuân,Khương Trung,"Nhà ngõ, hẻm",Đã có sổ,5.0,4.0,59.0,47.46,2.80014
Thanh Xuân,Nhân Chính,"Nhà ngõ, hẻm",Đã có sổ,5.0,6.0,39.0,102.56,3.9998400000000003
Hai Bà Trưng,Bạch Mai,"Nhà ngõ, hẻm",Đã có sổ,6.0,2.0,26.0,71.15,1.8499
Đống Đa,Ô Chợ Dừa,"Nhà ngõ, hẻm",Đã có sổ,4.0,3.0,52.0,82.69,4.29988
Hà Đông,Hà Cầu,"Nhà mặt phố, mặt tiền",Đã có sổ,1.0,2.0,39.0,51.28,1.9999200000000001
Hai Bà Trưng,Bạch Mai,"Nhà ngõ, hẻm",Đã có sổ,5.0,3.0,35.0,108.57,3.79995
Huyện Thanh Trì,Tứ Hiệp,"Nhà ngõ, hẻm",Đã có sổ,4.0,4.0,42.0,59.52,2.4998400000000003
Bắc Từ Liêm,Xuân Đỉnh,"Nhà ngõ, hẻm",Đã có sổ,5.0,5.0,38.0,73.68,2.79984
Hà Đông,Mộ Lao,Nhà phố liền kề,Đã có sổ,4.0,4.0,36.0,112.5,4.05
Đống Đa,Láng Hạ,"Nhà ngõ, hẻm",Đã có sổ,1.0,4.0,30.0,128.33,3.8499000000000008
Đống Đa,Thịnh Quang,"Nhà ngõ, hẻm",Đã có sổ,4.0,3.0,32.0,90.63,2.90016
Thanh Xuân,Khương Trung,"Nhà ngõ, hẻm",Đã có sổ,4.0,4.0,35.0,87.14,3.0499
Hà Đông,La Khê,"Nhà ngõ, hẻm",Đã có sổ,1.0,3.0,41.0,53.66,2.20006
Hà Đông,Hà Cầu,"Nhà mặt phố, mặt tiền",Đã có sổ,5.0,5.0,60.0,66.67,4.0002
Cầu Giấy,Yên Hoà,"Nhà ngõ, hẻm",Đã có sổ,5.0,4.0,30.0,110.0,3.3
Đống Đa,Láng Thượng,"Nhà ngõ, hẻm",Đã có sổ,3.0,2.0,36.0,69.44,2.4998400000000003
Tây Hồ,Xuân La,"Nhà ngõ, hẻm",Đã có sổ,3.0,3.0,55.0,60.91,3.3500499999999995
Hà Đông,Vạn Phúc,"Nhà ngõ, hẻm",Đã có sổ,5.0,3.0,33.0,66.727,2.201991
Hoàng Mai,Tân Mai,"Nhà ngõ, hẻm",Đã có sổ,5.0,3.0,34.0,76.47,2.59998
